Race,Age.Group,Year.of.Death,Sex,State,Count
Unspecified,85+ years,2005-2007,Male and female,Iowa, 
Unspecified,85+ years,2005-2007,Male and female,Kentucky, 
Unspecified,85+ years,2005-2007,Male and female,Louisiana, 
Unspecified,85+ years,2005-2007,Male and female,Massachusetts, 
Unspecified,85+ years,2005-2007,Male and female,New Jersey, 
Unspecified,85+ years,2005-2007,Male and female,New Mexico, 
Unspecified,85+ years,2005-2007,Male and female,New York, 
Unspecified,85+ years,2005-2007,Male and female,Texas, 
Unspecified,85+ years,2005-2007,Male and female,Utah, 
Unspecified,85+ years,2005-2007,Male and female,Washington, 
Unspecified,85+ years,2005-2007,Male,Arizona, 
Unspecified,85+ years,2005-2007,Male,California, 
Unspecified,85+ years,2005-2007,Male,Connecticut, 
Unspecified,85+ years,2005-2007,Male,Georgia, 
Unspecified,85+ years,2005-2007,Male,Illinois, 
Unspecified,85+ years,2005-2007,Male,Iowa, 
Unspecified,85+ years,2005-2007,Male,Kentucky, 
Unspecified,85+ years,2005-2007,Male,Louisiana, 
Unspecified,85+ years,2005-2007,Male,Massachusetts, 
Unspecified,85+ years,2005-2007,Male,New Jersey, 
Unspecified,85+ years,2005-2007,Male,New Mexico, 
Unspecified,85+ years,2005-2007,Male,New York, 
Unspecified,85+ years,2005-2007,Male,Texas, 
Unspecified,85+ years,2005-2007,Male,Utah, 
Unspecified,85+ years,2005-2007,Male,Washington, 
Unspecified,85+ years,2005-2007,Female,Arizona, 
Unspecified,85+ years,2005-2007,Female,California, 
Unspecified,85+ years,2005-2007,Female,Connecticut, 
Unspecified,85+ years,2005-2007,Female,Georgia, 
Unspecified,85+ years,2005-2007,Female,Illinois, 
Unspecified,85+ years,2005-2007,Female,Iowa, 
Unspecified,85+ years,2005-2007,Female,Kentucky, 
Unspecified,85+ years,2005-2007,Female,Louisiana, 
Unspecified,85+ years,2005-2007,Female,Massachusetts, 
Unspecified,85+ years,2005-2007,Female,New Jersey, 
Unspecified,85+ years,2005-2007,Female,New Mexico, 
Unspecified,85+ years,2005-2007,Female,New York, 
Unspecified,85+ years,2005-2007,Female,Texas, 
Unspecified,85+ years,2005-2007,Female,Utah, 
Unspecified,85+ years,2005-2007,Female,Washington, 
Unspecified,85+ years,2008-2010,Male and female,Arizona, 
Unspecified,85+ years,2008-2010,Male and female,California, 
Unspecified,85+ years,2008-2010,Male and female,Connecticut, 
Unspecified,85+ years,2008-2010,Male and female,Georgia, 
Unspecified,85+ years,2008-2010,Male and female,Illinois, 
Unspecified,85+ years,2008-2010,Male and female,Iowa, 
Unspecified,85+ years,2008-2010,Male and female,Kentucky, 
Unspecified,85+ years,2008-2010,Male and female,Louisiana, 
Unspecified,85+ years,2008-2010,Male and female,Massachusetts, 
Unspecified,85+ years,2008-2010,Male and female,New Jersey, 
Unspecified,85+ years,2008-2010,Male and female,New Mexico, 
Unspecified,85+ years,2008-2010,Male and female,New York, 
Unspecified,85+ years,2008-2010,Male and female,Texas, 
Unspecified,85+ years,2008-2010,Male and female,Utah, 
Unspecified,85+ years,2008-2010,Male and female,Washington, 
Unspecified,85+ years,2008-2010,Male,Arizona, 
Unspecified,85+ years,2008-2010,Male,California, 
Unspecified,85+ years,2008-2010,Male,Connecticut, 
Unspecified,85+ years,2008-2010,Male,Georgia, 
Unspecified,85+ years,2008-2010,Male,Illinois, 
Unspecified,85+ years,2008-2010,Male,Iowa, 
Unspecified,85+ years,2008-2010,Male,Kentucky, 
Unspecified,85+ years,2008-2010,Male,Louisiana, 
Unspecified,85+ years,2008-2010,Male,Massachusetts, 
Unspecified,85+ years,2008-2010,Male,New Jersey, 
Unspecified,85+ years,2008-2010,Male,New Mexico, 
Unspecified,85+ years,2008-2010,Male,New York, 
Unspecified,85+ years,2008-2010,Male,Texas, 
Unspecified,85+ years,2008-2010,Male,Utah, 
Unspecified,85+ years,2008-2010,Male,Washington, 
Unspecified,85+ years,2008-2010,Female,Arizona, 
Unspecified,85+ years,2008-2010,Female,California, 
Unspecified,85+ years,2008-2010,Female,Connecticut, 
Unspecified,85+ years,2008-2010,Female,Georgia, 
Unspecified,85+ years,2008-2010,Female,Illinois, 
Unspecified,85+ years,2008-2010,Female,Iowa, 
Unspecified,85+ years,2008-2010,Female,Kentucky, 
Unspecified,85+ years,2008-2010,Female,Louisiana, 
Unspecified,85+ years,2008-2010,Female,Massachusetts, 
Unspecified,85+ years,2008-2010,Female,New Jersey, 
Unspecified,85+ years,2008-2010,Female,New Mexico, 
Unspecified,85+ years,2008-2010,Female,New York, 
Unspecified,85+ years,2008-2010,Female,Texas, 
Unspecified,85+ years,2008-2010,Female,Utah, 
Unspecified,85+ years,2008-2010,Female,Washington, 
Unspecified,85+ years,2011-2015,Male and female,Arizona, 
Unspecified,85+ years,2011-2015,Male and female,California, 
Unspecified,85+ years,2011-2015,Male and female,Connecticut, 
Unspecified,85+ years,2011-2015,Male and female,Georgia, 
Unspecified,85+ years,2011-2015,Male and female,Illinois, 
Unspecified,85+ years,2011-2015,Male and female,Iowa, 
Unspecified,85+ years,2011-2015,Male and female,Kentucky, 
Unspecified,85+ years,2011-2015,Male and female,Louisiana, 
Unspecified,85+ years,2011-2015,Male and female,Massachusetts, 
Unspecified,85+ years,2011-2015,Male and female,New Jersey, 
Unspecified,85+ years,2011-2015,Male and female,New Mexico, 
Unspecified,85+ years,2011-2015,Male and female,New York, 
Unspecified,85+ years,2011-2015,Male and female,Texas, 
Unspecified,85+ years,2011-2015,Male and female,Utah, 
Unspecified,85+ years,2011-2015,Male and female,Washington, 
Unspecified,85+ years,2011-2015,Male,Arizona, 
Unspecified,85+ years,2011-2015,Male,California, 
Unspecified,85+ years,2011-2015,Male,Connecticut, 
Unspecified,85+ years,2011-2015,Male,Georgia, 
Unspecified,85+ years,2011-2015,Male,Illinois, 
Unspecified,85+ years,2011-2015,Male,Iowa, 
Unspecified,85+ years,2011-2015,Male,Kentucky, 
Unspecified,85+ years,2011-2015,Male,Louisiana, 
Unspecified,85+ years,2011-2015,Male,Massachusetts, 
Unspecified,85+ years,2011-2015,Male,New Jersey, 
Unspecified,85+ years,2011-2015,Male,New Mexico, 
Unspecified,85+ years,2011-2015,Male,New York, 
Unspecified,85+ years,2011-2015,Male,Texas, 
Unspecified,85+ years,2011-2015,Male,Utah, 
Unspecified,85+ years,2011-2015,Male,Washington, 
Unspecified,85+ years,2011-2015,Female,Arizona, 
Unspecified,85+ years,2011-2015,Female,California, 
Unspecified,85+ years,2011-2015,Female,Connecticut, 
Unspecified,85+ years,2011-2015,Female,Georgia, 
Unspecified,85+ years,2011-2015,Female,Illinois, 
Unspecified,85+ years,2011-2015,Female,Iowa, 
Unspecified,85+ years,2011-2015,Female,Kentucky, 
Unspecified,85+ years,2011-2015,Female,Louisiana, 
Unspecified,85+ years,2011-2015,Female,Massachusetts, 
Unspecified,85+ years,2011-2015,Female,New Jersey, 
Unspecified,85+ years,2011-2015,Female,New Mexico, 
Unspecified,85+ years,2011-2015,Female,New York, 
Unspecified,85+ years,2011-2015,Female,Texas, 
Unspecified,85+ years,2011-2015,Female,Utah, 
Unspecified,85+ years,2011-2015,Female,Washington, 
Unspecified,85+ years,2016-2020,Male and female,Arizona, 
Unspecified,85+ years,2016-2020,Male and female,California, 
Unspecified,85+ years,2016-2020,Male and female,Connecticut, 
Unspecified,85+ years,2016-2020,Male and female,Georgia, 
Unspecified,85+ years,2016-2020,Male and female,Illinois, 
Unspecified,85+ years,2016-2020,Male and female,Iowa, 
Unspecified,85+ years,2016-2020,Male and female,Kentucky, 
Unspecified,85+ years,2016-2020,Male and female,Louisiana, 
Unspecified,85+ years,2016-2020,Male and female,Massachusetts, 
Unspecified,85+ years,2016-2020,Male and female,New Jersey, 
Unspecified,85+ years,2016-2020,Male and female,New Mexico, 
Unspecified,85+ years,2016-2020,Male and female,New York, 
Unspecified,85+ years,2016-2020,Male and female,Texas, 
Unspecified,85+ years,2016-2020,Male and female,Utah, 
Unspecified,85+ years,2016-2020,Male and female,Washington, 
Unspecified,85+ years,2016-2020,Male,Arizona, 
Unspecified,85+ years,2016-2020,Male,California, 
Unspecified,85+ years,2016-2020,Male,Connecticut, 
Unspecified,85+ years,2016-2020,Male,Georgia, 
Unspecified,85+ years,2016-2020,Male,Illinois, 
Unspecified,85+ years,2016-2020,Male,Iowa, 
Unspecified,85+ years,2016-2020,Male,Kentucky, 
Unspecified,85+ years,2016-2020,Male,Louisiana, 
Unspecified,85+ years,2016-2020,Male,Massachusetts, 
Unspecified,85+ years,2016-2020,Male,New Jersey, 
Unspecified,85+ years,2016-2020,Male,New Mexico, 
Unspecified,85+ years,2016-2020,Male,New York, 
Unspecified,85+ years,2016-2020,Male,Texas, 
Unspecified,85+ years,2016-2020,Male,Utah, 
Unspecified,85+ years,2016-2020,Male,Washington, 
Unspecified,85+ years,2016-2020,Female,Arizona, 
Unspecified,85+ years,2016-2020,Female,California, 
Unspecified,85+ years,2016-2020,Female,Connecticut, 
Unspecified,85+ years,2016-2020,Female,Georgia, 
Unspecified,85+ years,2016-2020,Female,Illinois, 
Unspecified,85+ years,2016-2020,Female,Iowa, 
Unspecified,85+ years,2016-2020,Female,Kentucky, 
Unspecified,85+ years,2016-2020,Female,Louisiana, 
Unspecified,85+ years,2016-2020,Female,Massachusetts, 
Unspecified,85+ years,2016-2020,Female,New Jersey, 
Unspecified,85+ years,2016-2020,Female,New Mexico, 
Unspecified,85+ years,2016-2020,Female,New York, 
Unspecified,85+ years,2016-2020,Female,Texas, 
Unspecified,85+ years,2016-2020,Female,Utah, 
Unspecified,85+ years,2016-2020,Female,Washington, 
Unspecified,Unknown,1969-2019,Male and female,Arizona, 
Unspecified,Unknown,1969-2019,Male and female,California, 
Unspecified,Unknown,1969-2019,Male and female,Connecticut, 
Unspecified,Unknown,1969-2019,Male and female,Georgia, 
Unspecified,Unknown,1969-2019,Male and female,Illinois, 
Unspecified,Unknown,1969-2019,Male and female,Iowa, 
Unspecified,Unknown,1969-2019,Male and female,Kentucky, 
Unspecified,Unknown,1969-2019,Male and female,Louisiana, 
Unspecified,Unknown,1969-2019,Male and female,Massachusetts, 
Unspecified,Unknown,1969-2019,Male and female,New Jersey, 
Unspecified,Unknown,1969-2019,Male and female,New Mexico, 
Unspecified,Unknown,1969-2019,Male and female,New York, 
Unspecified,Unknown,1969-2019,Male and female,Texas, 
Unspecified,Unknown,1969-2019,Male and female,Utah, 
Unspecified,Unknown,1969-2019,Male and female,Washington, 
Unspecified,Unknown,1969-2019,Male,Arizona, 
Unspecified,Unknown,1969-2019,Male,California, 
Unspecified,Unknown,1969-2019,Male,Connecticut, 
Unspecified,Unknown,1969-2019,Male,Georgia, 
Unspecified,Unknown,1969-2019,Male,Illinois, 
Unspecified,Unknown,1969-2019,Male,Iowa, 
Unspecified,Unknown,1969-2019,Male,Kentucky, 
Unspecified,Unknown,1969-2019,Male,Louisiana, 
Unspecified,Unknown,1969-2019,Male,Massachusetts, 
Unspecified,Unknown,1969-2019,Male,New Jersey, 
Unspecified,Unknown,1969-2019,Male,New Mexico, 
Unspecified,Unknown,1969-2019,Male,New York, 
Unspecified,Unknown,1969-2019,Male,Texas, 
Unspecified,Unknown,1969-2019,Male,Utah, 
Unspecified,Unknown,1969-2019,Male,Washington, 
Unspecified,Unknown,1969-2019,Female,Arizona, 
Unspecified,Unknown,1969-2019,Female,California, 
Unspecified,Unknown,1969-2019,Female,Connecticut, 
Unspecified,Unknown,1969-2019,Female,Georgia, 
Unspecified,Unknown,1969-2019,Female,Illinois, 
Unspecified,Unknown,1969-2019,Female,Iowa, 
Unspecified,Unknown,1969-2019,Female,Kentucky, 
Unspecified,Unknown,1969-2019,Female,Louisiana, 
Unspecified,Unknown,1969-2019,Female,Massachusetts, 
Unspecified,Unknown,1969-2019,Female,New Jersey, 
Unspecified,Unknown,1969-2019,Female,New Mexico, 
Unspecified,Unknown,1969-2019,Female,New York, 
Unspecified,Unknown,1969-2019,Female,Texas, 
Unspecified,Unknown,1969-2019,Female,Utah, 
Unspecified,Unknown,1969-2019,Female,Washington, 
Unspecified,Unknown,1969-1971,Male and female,Arizona, 
Unspecified,Unknown,1969-1971,Male and female,California, 
Unspecified,Unknown,1969-1971,Male and female,Connecticut, 
Unspecified,Unknown,1969-1971,Male and female,Georgia, 
Unspecified,Unknown,1969-1971,Male and female,Illinois, 
Unspecified,Unknown,1969-1971,Male and female,Iowa, 
Unspecified,Unknown,1969-1971,Male and female,Kentucky, 
Unspecified,Unknown,1969-1971,Male and female,Louisiana, 
Unspecified,Unknown,1969-1971,Male and female,Massachusetts, 
Unspecified,Unknown,1969-1971,Male and female,New Jersey, 
Unspecified,Unknown,1969-1971,Male and female,New Mexico, 
Unspecified,Unknown,1969-1971,Male and female,New York, 
Unspecified,Unknown,1969-1971,Male and female,Texas, 
Unspecified,Unknown,1969-1971,Male and female,Utah, 
Unspecified,Unknown,1969-1971,Male and female,Washington, 
Unspecified,Unknown,1969-1971,Male,Arizona, 
Unspecified,Unknown,1969-1971,Male,California, 
Unspecified,Unknown,1969-1971,Male,Connecticut, 
Unspecified,Unknown,1969-1971,Male,Georgia, 
Unspecified,Unknown,1969-1971,Male,Illinois, 
Unspecified,Unknown,1969-1971,Male,Iowa, 
Unspecified,Unknown,1969-1971,Male,Kentucky, 
Unspecified,Unknown,1969-1971,Male,Louisiana, 
Unspecified,Unknown,1969-1971,Male,Massachusetts, 
Unspecified,Unknown,1969-1971,Male,New Jersey, 
Unspecified,Unknown,1969-1971,Male,New Mexico, 
Unspecified,Unknown,1969-1971,Male,New York, 
Unspecified,Unknown,1969-1971,Male,Texas, 
Unspecified,Unknown,1969-1971,Male,Utah, 
Unspecified,Unknown,1969-1971,Male,Washington, 
Unspecified,Unknown,1969-1971,Female,Arizona, 
Unspecified,Unknown,1969-1971,Female,California, 
Unspecified,Unknown,1969-1971,Female,Connecticut, 
Unspecified,Unknown,1969-1971,Female,Georgia, 
Unspecified,Unknown,1969-1971,Female,Illinois, 
Unspecified,Unknown,1969-1971,Female,Iowa, 
Unspecified,Unknown,1969-1971,Female,Kentucky, 
Unspecified,Unknown,1969-1971,Female,Louisiana, 
Unspecified,Unknown,1969-1971,Female,Massachusetts, 
Unspecified,Unknown,1969-1971,Female,New Jersey, 
Unspecified,Unknown,1969-1971,Female,New Mexico, 
Unspecified,Unknown,1969-1971,Female,New York, 
Unspecified,Unknown,1969-1971,Female,Texas, 
Unspecified,Unknown,1969-1971,Female,Utah, 
Unspecified,Unknown,1969-1971,Female,Washington, 
Unspecified,Unknown,1972-1974,Male and female,Arizona, 
Unspecified,Unknown,1972-1974,Male and female,California, 
Unspecified,Unknown,1972-1974,Male and female,Connecticut, 
Unspecified,Unknown,1972-1974,Male and female,Georgia, 
Unspecified,Unknown,1972-1974,Male and female,Illinois, 
Unspecified,Unknown,1972-1974,Male and female,Iowa, 
Unspecified,Unknown,1972-1974,Male and female,Kentucky, 
Unspecified,Unknown,1972-1974,Male and female,Louisiana, 
Unspecified,Unknown,1972-1974,Male and female,Massachusetts, 
Unspecified,Unknown,1972-1974,Male and female,New Jersey, 
Unspecified,Unknown,1972-1974,Male and female,New Mexico, 
Unspecified,Unknown,1972-1974,Male and female,New York, 
Unspecified,Unknown,1972-1974,Male and female,Texas, 
Unspecified,Unknown,1972-1974,Male and female,Utah, 
Unspecified,Unknown,1972-1974,Male and female,Washington, 
Unspecified,Unknown,1972-1974,Male,Arizona, 
Unspecified,Unknown,1972-1974,Male,California, 
Unspecified,Unknown,1972-1974,Male,Connecticut, 
Unspecified,Unknown,1972-1974,Male,Georgia, 
Unspecified,Unknown,1972-1974,Male,Illinois, 
Unspecified,Unknown,1972-1974,Male,Iowa, 
Unspecified,Unknown,1972-1974,Male,Kentucky, 
Unspecified,Unknown,1972-1974,Male,Louisiana, 
Unspecified,Unknown,1972-1974,Male,Massachusetts, 
Unspecified,Unknown,1972-1974,Male,New Jersey, 
Unspecified,Unknown,1972-1974,Male,New Mexico, 
Unspecified,Unknown,1972-1974,Male,New York, 
Unspecified,Unknown,1972-1974,Male,Texas, 
Unspecified,Unknown,1972-1974,Male,Utah, 
Unspecified,Unknown,1972-1974,Male,Washington, 
Unspecified,Unknown,1972-1974,Female,Arizona, 
Unspecified,Unknown,1972-1974,Female,California, 
Unspecified,Unknown,1972-1974,Female,Connecticut, 
Unspecified,Unknown,1972-1974,Female,Georgia, 
Unspecified,Unknown,1972-1974,Female,Illinois, 
Unspecified,Unknown,1972-1974,Female,Iowa, 
Unspecified,Unknown,1972-1974,Female,Kentucky, 
Unspecified,Unknown,1972-1974,Female,Louisiana, 
Unspecified,Unknown,1972-1974,Female,Massachusetts, 
Unspecified,Unknown,1972-1974,Female,New Jersey, 
Unspecified,Unknown,1972-1974,Female,New Mexico, 
Unspecified,Unknown,1972-1974,Female,New York, 
Unspecified,Unknown,1972-1974,Female,Texas, 
Unspecified,Unknown,1972-1974,Female,Utah, 
Unspecified,Unknown,1972-1974,Female,Washington, 
Unspecified,Unknown,1975-1977,Male and female,Arizona, 
Unspecified,Unknown,1975-1977,Male and female,California, 
Unspecified,Unknown,1975-1977,Male and female,Connecticut, 
Unspecified,Unknown,1975-1977,Male and female,Georgia, 
Unspecified,Unknown,1975-1977,Male and female,Illinois, 
Unspecified,Unknown,1975-1977,Male and female,Iowa, 
Unspecified,Unknown,1975-1977,Male and female,Kentucky, 
Unspecified,Unknown,1975-1977,Male and female,Louisiana, 
Unspecified,Unknown,1975-1977,Male and female,Massachusetts, 
Unspecified,Unknown,1975-1977,Male and female,New Jersey, 
Unspecified,Unknown,1975-1977,Male and female,New Mexico, 
Unspecified,Unknown,1975-1977,Male and female,New York, 
Unspecified,Unknown,1975-1977,Male and female,Texas, 
Unspecified,Unknown,1975-1977,Male and female,Utah, 
Unspecified,Unknown,1975-1977,Male and female,Washington, 
Unspecified,Unknown,1975-1977,Male,Arizona, 
Unspecified,Unknown,1975-1977,Male,California, 
Unspecified,Unknown,1975-1977,Male,Connecticut, 
Unspecified,Unknown,1975-1977,Male,Georgia, 
Unspecified,Unknown,1975-1977,Male,Illinois, 
Unspecified,Unknown,1975-1977,Male,Iowa, 
Unspecified,Unknown,1975-1977,Male,Kentucky, 
Unspecified,Unknown,1975-1977,Male,Louisiana, 
Unspecified,Unknown,1975-1977,Male,Massachusetts, 
Unspecified,Unknown,1975-1977,Male,New Jersey, 
Unspecified,Unknown,1975-1977,Male,New Mexico, 
Unspecified,Unknown,1975-1977,Male,New York, 
Unspecified,Unknown,1975-1977,Male,Texas, 
Unspecified,Unknown,1975-1977,Male,Utah, 
Unspecified,Unknown,1975-1977,Male,Washington, 
